"W"
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.002
0.0020682119353416
0.00204395157112806
0.00190514553928294
0.00205149862330704
0.00209150989728962
0.00159372735832652
0.00203895974031801
0.00198342946689305
0.00200620210161517
0.00212040436883052
0.00208158518307476
0.00188653821473043
0.00209998920754259
0.00195697026109557
0.00209851909201753
0.00182552323529142
0.00209420875402358
0.0018729796644092
0.00210893580091853
0.00209928034795044
0.00210320951582441
0.00203847894972406
0.00179532915253991
0.00205404691912831
0.00211814560330856
0.00188930998486097
0.00211356283262027
0.00207517467209503
0.00194089813721045
0.00131814990440562
0.00212113003219837
0.00210592558030524
0.00203338612064928
0.00203694041880243
0.002053805177137
0.00211692272073524
0.00209876422132598
0.00211799715387927
0.00204463387386136
0.00209831437606324
0.00209780155365113
0.00207325957097786
0.00203148134159581
0.0021015484032805
0.00211571654427834
0.00209993271402905
0.00204810795747676
0.00204074446602167
0.00211010713480759
0.00202199135127961
0.00211404316246331
0.0017706846561332
0.00186184153269676
0.000776748246237297
0.00201930216696671
0.00210902061557249
0.00212246151604778
0.00197809579199065
0.00210542995635034
0.00206294724324385
0.00210073723739977
0.00209039523513682
0.00211581078205175
0.00211102917791559
0.00206380049989306
0.00206683457278416
0.00208702486573532
0.000881255673470063
0.00208823969454201
0.00201038605009812
0.00182132313164529
0.00204861497224578
0.00203081080540716
0.00193692830481277
0.00201442131495909
0.00203100641446902
0.00193249672900083
0.00209354191294783
0.00192694105887233
0.00179047675970754
0.00207626601470903
0.00210400786071999
0.00146947380492235
0.00208989013435973
0.0020919305185789
0.00209117755595683
0.00211409803994462
0.00211946784827838
0.00153720054662893
0.00211437019458118
0.00192179048937089
0.00210181369597027
0.00205428486182288
0.00209947499636538
0.00200698404328153
0.0019015199877031
0.00211465719566182
0.00191220531901754
0.00209329153498004
0.00210094098810257
0.00210389393554396
0.00209999854668775
0.00208326025072948
0.00200998957328657
0.0020645683117938
0.00204696448069447
0.0020783977833336
0.00210846671683974
0.00204404406463525
0.00211965693733734
0.00192887817766906
0.00202141526561032
0.002088277448606
0.00209237752874809
0.00207920997989237
0.00205071327258874
